holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,280.39,0.0,0.0,85,Mist,mist,2012-10-15 06:00:00,5714
None,279.75,0.0,0.0,100,Mist,mist,2012-10-15 09:00:00,5094
None,281.72,0.0,0.0,100,Clear,sky is clear,2012-10-15 12:00:00,4823
None,286.87,0.0,0.0,1,Clear,sky is clear,2012-10-15 15:00:00,5584
None,286.18,0.0,0.0,20,Clouds,few clouds,2012-10-15 18:00:00,4535
None,282.33,0.0,0.0,75,Clouds,broken clouds,2012-10-15 23:00:00,927
None,276.11,0.0,0.0,1,Clear,sky is clear,2012-10-16 06:00:00,5789
None,277.91,0.0,0.0,20,Clouds,few clouds,2012-10-16 09:00:00,5254
None,286.01,0.0,0.0,40,Clouds,scattered clouds,2012-10-16 12:00:00,5015
None,289.15,0.0,0.0,75,Clouds,broken clouds,2012-10-16 15:00:00,5813
None,288.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-16 18:00:00,5142
None,287.09,0.0,0.0,90,Clouds,overcast clouds,2012-10-16 23:00:00,1093
None,285.29,0.0,0.0,90,Clouds,overcast clouds,2012-10-17 06:00:00,5637
None,285.72,0.0,0.0,100,Rain,proximity shower rain,2012-10-17 09:00:00,5403
None,285.72,0.0,0.0,100,Rain,light rain,2012-10-17 09:00:00,5403
None,288.61,0.0,0.0,1,Clear,sky is clear,2012-10-17 12:00:00,4979
None,292.01,0.0,0.0,1,Clear,sky is clear,2012-10-17 15:00:00,4714
None,290.52,0.0,0.0,40,Clouds,scattered clouds,2012-10-17 18:00:00,4843
None,283.8,0.0,0.0,20,Clouds,few clouds,2012-10-17 23:00:00,1160
None,284.18,0.0,0.0,75,Clouds,broken clouds,2012-10-18 06:00:00,5358
None,286.9,0.0,0.0,99,Rain,light rain,2012-10-18 09:00:00,5256
None,288.27,0.0,0.0,99,Rain,light rain,2012-10-18 12:00:00,5147
None,287.04,0.0,0.0,90,Clouds,overcast clouds,2012-10-18 15:00:00,5887
None,286.01,0.0,0.0,90,Clouds,overcast clouds,2012-10-18 18:00:00,4519
None,281.85,0.0,0.0,90,Clouds,overcast clouds,2012-10-18 23:00:00,1177
None,279.65,0.0,0.0,87,Drizzle,light intensity drizzle,2012-10-19 06:00:00,5162
None,279.65,0.0,0.0,87,Mist,mist,2012-10-19 06:00:00,5162
None,279.65,0.0,0.0,87,Rain,light rain,2012-10-19 06:00:00,5162
None,279.35,0.0,0.0,91,Rain,light rain,2012-10-19 09:00:00,4606
None,279.35,0.0,0.0,91,Mist,mist,2012-10-19 09:00:00,4606
None,281.0,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 12:00:00,4489
None,281.94,0.0,0.0,92,Mist,mist,2012-10-19 15:00:00,5849
None,281.94,0.0,0.0,92,Drizzle,light intensity drizzle,2012-10-19 15:00:00,5849
None,282.21,0.0,0.0,90,Clouds,overcast clouds,2012-10-19 18:00:00,4479
None,280.1,0.0,0.0,92,Mist,mist,2012-10-19 23:00:00,2051
None,280.1,0.0,0.0,92,Rain,light rain,2012-10-19 23:00:00,2051
None,280.1,0.0,0.0,92,Drizzle,light intensity drizzle,2012-10-19 23:00:00,2051
None,281.13,0.0,0.0,96,Rain,light rain,2012-10-20 06:00:00,1313
None,281.13,0.0,0.0,96,Mist,mist,2012-10-20 06:00:00,1313
None,281.13,0.0,0.0,96,Drizzle,light intensity drizzle,2012-10-20 06:00:00,1313
None,281.7,0.0,0.0,100,Rain,light rain,2012-10-20 09:00:00,3713
None,281.7,0.0,0.0,100,Drizzle,drizzle,2012-10-20 09:00:00,3713
None,281.7,0.0,0.0,100,Mist,mist,2012-10-20 09:00:00,3713
None,281.7,0.0,0.0,100,Drizzle,light intensity drizzle,2012-10-20 09:00:00,3713
None,282.71,0.0,0.0,100,Rain,heavy intensity rain,2012-10-20 12:00:00,4613
None,282.71,0.0,0.0,100,Mist,mist,2012-10-20 12:00:00,4613
None,282.71,0.0,0.0,100,Rain,light rain,2012-10-20 12:00:00,4613
None,282.71,0.0,0.0,100,Rain,moderate rain,2012-10-20 12:00:00,4613
None,284.2,0.0,0.0,75,Clouds,broken clouds,2012-10-20 15:00:00,4636
None,283.14,0.0,0.0,40,Clouds,scattered clouds,2012-10-20 18:00:00,4337
None,278.12,0.0,0.0,48,Fog,fog,2012-10-20 23:00:00,2340
None,282.6,0.0,0.0,75,Clouds,broken clouds,2012-10-21 18:00:00,4335
None,281.26,0.0,0.0,90,Clouds,overcast clouds,2012-10-21 23:00:00,959
None,279.05,0.0,0.0,8,Mist,mist,2012-10-22 06:00:00,5456
None,288.61,0.0,0.0,75,Clouds,broken clouds,2012-10-22 12:00:00,4639
None,293.56,0.0,0.0,75,Clouds,broken clouds,2012-10-22 15:00:00,5361
None,291.47,0.0,0.0,20,Clouds,few clouds,2012-10-22 18:00:00,4272
None,285.33,0.0,0.0,90,Clouds,overcast clouds,2012-10-22 23:00:00,959
None,282.13,0.0,0.0,75,Clouds,broken clouds,2012-10-23 06:00:00,5210
None,283.07,0.0,0.0,75,Clouds,broken clouds,2012-10-23 09:00:00,5484
None,286.63,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 12:00:00,4826
None,288.54,0.0,0.0,99,Thunderstorm,proximity thunderstorm,2012-10-23 15:00:00,5618
None,288.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 18:00:00,4649
None,285.61,0.0,0.0,90,Clouds,overcast clouds,2012-10-23 23:00:00,1021
None,285.73,0.0,0.0,90,Mist,mist,2012-10-24 06:00:00,5593
None,285.73,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,2012-10-24 06:00:00,5593
None,285.73,0.0,0.0,90,Rain,moderate rain,2012-10-24 06:00:00,5593
None,285.73,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2012-10-24 06:00:00,5593
None,285.93,0.0,0.0,90,Drizzle,light intensity drizzle,2012-10-24 09:00:00,5492
None,285.93,0.0,0.0,90,Mist,mist,2012-10-24 09:00:00,5492
None,285.93,0.0,0.0,90,Rain,moderate rain,2012-10-24 09:00:00,5492
None,288.36,0.0,0.0,90,Mist,mist,2012-10-24 12:00:00,4982
None,288.36,0.0,0.0,90,Haze,haze,2012-10-24 12:00:00,4982
None,288.36,0.0,0.0,90,Fog,fog,2012-10-24 12:00:00,4982
None,290.24,0.0,0.0,90,Mist,mist,2012-10-24 15:00:00,5661
None,290.24,0.0,0.0,90,Haze,haze,2012-10-24 15:00:00,5661
None,290.24,0.0,0.0,90,Rain,moderate rain,2012-10-24 15:00:00,5661
None,289.61,0.0,0.0,90,Haze,haze,2012-10-24 18:00:00,4416
None,289.61,0.0,0.0,90,Mist,mist,2012-10-24 18:00:00,4416
None,287.52,0.0,0.0,90,Mist,mist,2012-10-24 23:00:00,1028
None,285.53,0.0,0.0,75,Mist,mist,2012-10-25 06:00:00,4957
None,287.6,0.0,0.0,90,Mist,mist,2012-10-25 12:00:00,4879
None,285.8,0.0,0.0,90,Drizzle,light intensity drizzle,2012-10-25 15:00:00,5888
None,285.8,0.0,0.0,90,Mist,mist,2012-10-25 15:00:00,5888
None,285.8,0.0,0.0,90,Rain,light rain,2012-10-25 15:00:00,5888
None,285.8,0.0,0.0,90,Drizzle,drizzle,2012-10-25 15:00:00,5888
None,285.8,0.0,0.0,90,Rain,moderate rain,2012-10-25 15:00:00,5888
None,284.29,0.0,0.0,90,Drizzle,light intensity drizzle,2012-10-25 18:00:00,5351
None,284.29,0.0,0.0,90,Mist,mist,2012-10-25 18:00:00,5351
None,284.29,0.0,0.0,90,Rain,moderate rain,2012-10-25 18:00:00,5351
None,284.29,0.0,0.0,90,Rain,light rain,2012-10-25 18:00:00,5351
None,282.13,0.0,0.0,90,Clouds,overcast clouds,2012-10-25 23:00:00,1284
None,278.07,0.0,0.0,90,Rain,heavy intensity rain,2012-10-26 06:00:00,5426
None,278.07,0.0,0.0,90,Mist,mist,2012-10-26 06:00:00,5426
None,278.07,0.0,0.0,90,Rain,moderate rain,2012-10-26 06:00:00,5426
None,275.66,0.0,0.0,90,Rain,light rain,2012-10-26 09:00:00,5234
None,275.66,0.0,0.0,90,Mist,mist,2012-10-26 09:00:00,5234
None,275.66,0.0,0.0,90,Snow,heavy snow,2012-10-26 09:00:00,5234
None,274.5,0.0,0.0,90,Mist,mist,2012-10-26 12:00:00,5943
None,274.5,0.0,0.0,90,Snow,heavy snow,2012-10-26 12:00:00,5943
None,275.85,0.0,0.0,90,Snow,heavy snow,2012-10-26 15:00:00,6060
None,276.71,0.0,0.0,90,Clouds,overcast clouds,2012-10-26 18:00:00,5341
None,276.28,0.0,0.0,90,Clouds,overcast clouds,2012-10-26 23:00:00,1894
None,273.43,0.0,0.0,1,Clear,sky is clear,2012-10-27 06:00:00,1415
None,275.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-27 09:00:00,4076
None,276.48,0.0,0.0,90,Clouds,overcast clouds,2012-10-27 12:00:00,5975
None,276.61,0.0,0.0,90,Clouds,overcast clouds,2012-10-27 15:00:00,4405
None,276.34,0.0,0.0,90,Clouds,overcast clouds,2012-10-27 18:00:00,4198
None,273.62,0.0,0.0,20,Clouds,few clouds,2012-10-27 23:00:00,2240
None,272.16,0.0,0.0,75,Clouds,broken clouds,2012-10-28 06:00:00,755
None,272.6,0.0,0.0,1,Clear,sky is clear,2012-10-28 09:00:00,2442
None,277.54,0.0,0.0,20,Clouds,few clouds,2012-10-28 12:00:00,4139
None,278.91,0.0,0.0,75,Clouds,broken clouds,2012-10-28 15:00:00,4294
None,276.67,0.0,0.0,75,Clouds,broken clouds,2012-10-28 18:00:00,3945
None,272.01,0.0,0.0,75,Clouds,broken clouds,2012-10-28 23:00:00,1065
None,271.53,0.0,0.0,40,Clouds,scattered clouds,2012-10-29 06:00:00,5503
None,273.26,0.0,0.0,75,Clouds,broken clouds,2012-10-29 09:00:00,5246
None,277.58,0.0,0.0,90,Snow,heavy snow,2012-10-29 12:00:00,4771
None,279.89,0.0,0.0,90,Clouds,overcast clouds,2012-10-29 15:00:00,5606
None,278.69,0.0,0.0,40,Clouds,scattered clouds,2012-10-29 18:00:00,4418
None,275.22,0.0,0.0,20,Clouds,few clouds,2012-10-29 23:00:00,920
None,272.69,0.0,0.0,20,Clouds,few clouds,2012-10-30 06:00:00,5478
None,274.82,0.0,0.0,75,Clouds,broken clouds,2012-10-30 09:00:00,5280
None,278.47,0.0,0.0,90,Clouds,overcast clouds,2012-10-30 12:00:00,5125
None,280.19,0.0,0.0,90,Clouds,overcast clouds,2012-10-30 15:00:00,5837
None,279.58,0.0,0.0,75,Clouds,broken clouds,2012-10-30 18:00:00,4578
None,275.01,0.0,0.0,40,Clouds,scattered clouds,2012-10-30 23:00:00,1326
None,271.54,0.0,0.0,1,Clear,sky is clear,2012-10-31 06:00:00,5577
None,273.11,0.0,0.0,20,Clouds,few clouds,2012-10-31 09:00:00,5309
None,279.84,0.0,0.0,20,Clouds,few clouds,2012-10-31 12:00:00,5041
None,281.8,0.0,0.0,20,Clouds,few clouds,2012-10-31 15:00:00,5936
None,280.0,0.0,0.0,20,Clouds,few clouds,2012-10-31 18:00:00,4040
None,272.75,0.0,0.0,1,Clear,sky is clear,2012-10-31 23:00:00,1471
None,268.61,0.0,0.0,1,Clear,sky is clear,2012-11-01 06:00:00,5595
None,270.9,0.0,0.0,1,Clear,sky is clear,2012-11-01 09:00:00,5327
None,278.7,0.0,0.0,20,Clouds,few clouds,2012-11-01 12:00:00,5286
None,283.03,0.0,0.0,1,Clear,sky is clear,2012-11-01 15:00:00,5713
None,281.3,0.0,0.0,20,Clouds,few clouds,2012-11-01 18:00:00,4867
None,279.21,0.0,0.0,90,Drizzle,light intensity drizzle,2012-11-01 23:00:00,1222
None,278.63,0.0,0.0,90,Clouds,overcast clouds,2012-11-02 06:00:00,5236
None,278.02,0.0,0.0,40,Clouds,scattered clouds,2012-11-02 09:00:00,5239
None,278.78,0.0,0.0,75,Clouds,broken clouds,2012-11-02 12:00:00,5403
None,280.0,0.0,0.0,40,Clouds,scattered clouds,2012-11-02 15:00:00,6093
None,277.06,0.0,0.0,40,Clouds,scattered clouds,2012-11-02 18:00:00,4987
None,272.06,0.0,0.0,1,Clear,sky is clear,2012-11-02 23:00:00,1693
None,269.39,0.0,0.0,20,Clouds,few clouds,2012-11-03 06:00:00,1229
None,271.47,0.0,0.0,75,Clouds,broken clouds,2012-11-03 09:00:00,4390
None,274.85,0.0,0.0,75,Clouds,broken clouds,2012-11-03 12:00:00,4833
None,275.9,0.0,0.0,40,Clouds,scattered clouds,2012-11-03 15:00:00,4314
None,276.29,0.0,0.0,75,Clouds,broken clouds,2012-11-03 18:00:00,4004
None,275.58,0.0,0.0,90,Clouds,overcast clouds,2012-11-03 23:00:00,1952
None,275.08,0.0,0.0,90,Clouds,overcast clouds,2012-11-04 06:00:00,710
None,275.44,0.0,0.0,90,Clouds,overcast clouds,2012-11-04 09:00:00,2911
None,276.76,0.0,0.0,90,Clouds,overcast clouds,2012-11-04 12:00:00,4063
None,278.44,0.0,0.0,90,Clouds,overcast clouds,2012-11-04 15:00:00,4105
None,277.72,0.0,0.0,90,Clouds,overcast clouds,2012-11-04 18:00:00,3652
None,276.54,0.0,0.0,90,Rain,light rain,2012-11-04 23:00:00,999
None,272.18,0.0,0.0,20,Clouds,few clouds,2012-11-05 06:00:00,5658
None,274.26,0.0,0.0,90,Clouds,overcast clouds,2012-11-05 09:00:00,4999
None,277.83,0.0,0.0,90,Clouds,overcast clouds,2012-11-05 12:00:00,4710
None,279.26,0.0,0.0,46,Clear,sky is clear,2012-11-05 18:00:00,4265
None,280.56,0.0,0.0,46,Clear,sky is clear,2012-11-05 23:00:00,938
None,274.41,0.0,0.0,98,Clear,sky is clear,2012-11-06 06:00:00,5330
None,274.91,0.0,0.0,99,Clear,sky is clear,2012-11-06 09:00:00,5720
None,277.12,0.0,0.0,90,Mist,mist,2012-11-06 12:00:00,4666
None,278.38,0.0,0.0,90,Clouds,overcast clouds,2012-11-06 15:00:00,5973
None,278.74,0.0,0.0,90,Haze,haze,2012-11-06 18:00:00,3921
None,278.74,0.0,0.0,90,Mist,mist,2012-11-06 18:00:00,3921
None,278.5,0.0,0.0,90,Haze,haze,2012-11-06 23:00:00,1472
None,278.5,0.0,0.0,90,Mist,mist,2012-11-06 23:00:00,1472
None,277.51,0.0,0.0,90,Rain,light rain,2012-11-07 06:00:00,5788
None,277.51,0.0,0.0,90,Mist,mist,2012-11-07 06:00:00,5788
None,277.51,0.0,0.0,90,Drizzle,light intensity drizzle,2012-11-07 06:00:00,5788
None,278.15,0.0,0.0,90,Clouds,overcast clouds,2012-11-07 09:00:00,5230
None,279.14,0.0,0.0,90,Clouds,overcast clouds,2012-11-07 12:00:00,5011
None,278.57,0.0,0.0,90,Rain,light rain,2012-11-07 15:00:00,5678
None,278.57,0.0,0.0,90,Drizzle,light intensity drizzle,2012-11-07 15:00:00,5678
None,277.51,0.0,0.0,90,Mist,mist,2012-11-07 18:00:00,4883
None,276.76,0.0,0.0,90,Clouds,overcast clouds,2012-11-07 23:00:00,1219
None,276.29,0.0,0.0,90,Clouds,overcast clouds,2012-11-08 06:00:00,5614
None,277.39,0.0,0.0,90,Clouds,overcast clouds,2012-11-08 09:00:00,5460
None,279.86,0.0,0.0,90,Clouds,overcast clouds,2012-11-08 12:00:00,5246
None,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-11-08 15:00:00,5866
None,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-11-08 18:00:00,4688
None,276.1,0.0,0.0,90,Clouds,overcast clouds,2012-11-08 23:00:00,1181
None,275.4,0.0,0.0,1,Clear,sky is clear,2012-11-09 06:00:00,5538
None,277.07,0.0,0.0,1,Clear,sky is clear,2012-11-09 09:00:00,5234
None,282.49,0.0,0.0,1,Clear,sky is clear,2012-11-09 12:00:00,5487
None,284.64,0.0,0.0,75,Clouds,broken clouds,2012-11-09 15:00:00,5958
None,279.8,0.0,0.0,20,Clouds,few clouds,2012-11-09 18:00:00,5330
None,277.25,0.0,0.0,20,Clouds,few clouds,2012-11-09 23:00:00,1707
None,275.1,0.0,0.0,40,Mist,mist,2012-11-10 06:00:00,1301
None,277.86,0.0,0.0,20,Clouds,few clouds,2012-11-10 09:00:00,3529
None,283.15,0.0,0.0,20,Clouds,few clouds,2012-11-10 12:00:00,4762
None,283.98,0.0,0.0,1,Clear,sky is clear,2012-11-10 15:00:00,4536
None,280.71,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 18:00:00,4025
None,280.33,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 23:00:00,2239
None,279.79,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,2012-11-11 06:00:00,793
None,279.79,0.0,0.0,90,Mist,mist,2012-11-11 06:00:00,793
None,279.79,0.0,0.0,90,Rain,heavy intensity rain,2012-11-11 06:00:00,793
None,279.79,0.0,0.0,90,Rain,light rain,2012-11-11 06:00:00,793
None,280.43,0.0,0.0,90,Mist,mist,2012-11-11 09:00:00,2687
None,280.43,0.0,0.0,90,Rain,light rain,2012-11-11 09:00:00,2687
None,280.43,0.0,0.0,90,Drizzle,light intensity drizzle,2012-11-11 09:00:00,2687
None,280.43,0.0,0.0,90,Drizzle,drizzle,2012-11-11 09:00:00,2687
None,280.43,0.0,0.0,90,Rain,moderate rain,2012-11-11 09:00:00,2687
None,283.42,0.0,0.0,90,Mist,mist,2012-11-11 12:00:00,3710
None,283.42,0.0,0.0,90,Drizzle,drizzle,2012-11-11 12:00:00,3710
None,289.71,0.0,0.0,20,Haze,haze,2012-11-11 15:00:00,4012
None,289.71,0.0,0.0,20,Mist,mist,2012-11-11 15:00:00,4012
None,288.29,0.0,0.0,20,Thunderstorm,proximity thunderstorm,2012-11-11 18:00:00,3390
None,288.29,0.0,0.0,20,Mist,mist,2012-11-11 18:00:00,3390
None,288.12,0.0,0.0,87,Clear,sky is clear,2012-11-11 23:00:00,2863
None,282.74,0.0,0.0,98,Clear,sky is clear,2012-11-12 06:00:00,5242
None,273.9,0.0,0.0,99,Clear,sky is clear,2012-11-12 09:00:00,2096
None,271.94,0.0,0.0,90,Snow,heavy snow,2012-11-12 12:00:00,4148
None,271.25,0.0,0.0,90,Clouds,overcast clouds,2012-11-12 15:00:00,4755
None,269.76,0.0,0.0,90,Clouds,overcast clouds,2012-11-12 18:00:00,3854
None,267.27,0.0,0.0,90,Snow,heavy snow,2012-11-12 23:00:00,2409
None,266.42,0.0,0.0,75,Snow,heavy snow,2012-11-13 06:00:00,5541
None,267.05,0.0,0.0,75,Snow,heavy snow,2012-11-13 09:00:00,5438
None,268.77,0.0,0.0,90,Snow,heavy snow,2012-11-13 12:00:00,4943
None,269.51,0.0,0.0,75,Clouds,broken clouds,2012-11-13 15:00:00,5664
None,268.35,0.0,0.0,90,Clouds,overcast clouds,2012-11-13 18:00:00,4324
None,267.15,0.0,0.0,20,Clouds,few clouds,2012-11-13 23:00:00,1346
None,264.82,0.0,0.0,1,Clear,sky is clear,2012-11-14 06:00:00,5730
None,269.25,0.0,0.0,1,Clear,sky is clear,2012-11-14 09:00:00,5216
None,275.0,0.0,0.0,1,Clear,sky is clear,2012-11-14 12:00:00,5654
None,278.95,0.0,0.0,75,Clouds,broken clouds,2012-11-14 15:00:00,6415
None,275.88,0.0,0.0,90,Clouds,overcast clouds,2012-11-14 18:00:00,5182
None,276.53,0.0,0.0,90,Clouds,overcast clouds,2012-11-14 23:00:00,1841
None,274.34,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 06:00:00,5814
None,276.44,0.0,0.0,20,Clouds,few clouds,2012-11-15 09:00:00,5387
None,280.71,0.0,0.0,1,Clear,sky is clear,2012-11-15 12:00:00,5115
None,283.29,0.0,0.0,75,Clouds,broken clouds,2012-11-15 15:00:00,5801
None,278.97,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 18:00:00,4717
None,279.5,0.0,0.0,90,Clouds,overcast clouds,2012-11-15 23:00:00,1367
None,277.1,0.0,0.0,99,Rain,light rain,2012-11-16 06:00:00,5527
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 09:00:00,5177
None,276.8,0.0,0.0,0,Clear,sky is clear,2012-11-16 12:00:00,5326
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 15:00:00,5835
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 18:00:00,5074
None,279.24,0.0,0.0,1,Clear,sky is clear,2012-11-16 23:00:00,1766
None,266.27,0.0,0.0,1,Clear,sky is clear,2012-11-17 06:00:00,1381
